order_id,customer_name,category,sub_category,city,order_date,region,sales,discount,profit,state,,,,
OD887,Sheeba,FoodGrains,OrganicStaples,Kanyakumari,6-26-2018,West,1798,0.33,359.6,TamilNadu,6-26-2018,,,
OD888,Ganesh,FoodGrains,Atta&Flour,Coimbatore,10-14-2018,East,2043,0.16,204.3,TamilNadu,10-14-2018,,,
OD889,Willams,Beverages,HealthDrinks,Trichy,2015-09-12,West,1762,0.19,123.34,TamilNadu,12-09-2015,,,
OD890,Rumaiza,Bakery,Breads&Buns,Salem,6-20-2018,East,1290,0.34,399.9,TamilNadu,6-20-2018,,,
OD891,Kumar,Bakery,Breads&Buns,Nagercoil,6-20-2018,East,1615,0.12,613.7,TamilNadu,6-20-2018,,,
OD892,Haseena,FoodGrains,Dals&Pulses,Pudukottai,6-26-2018,Central,748,0.28,224.4,TamilNadu,6-26-2018,,,
OD893,Adavan,Snacks,Noodles,Tenkasi,6-26-2018,Central,2275,0.18,318.5,TamilNadu,6-26-2018,,,
OD894,Rumaiza,Oil&Masala,Spices,Tirunelveli,6-26-2018,Central,1056,0.29,211.2,TamilNadu,6-26-2018,,,
OD895,Malik,Oil&Masala,Masalas,Trichy,2017-10-11,West,1778,0.34,266.7,TamilNadu,11-10-2017,,,
OD896,Rumaiza,FoodGrains,Atta&Flour,Dindigul,2017-10-11,West,783,0.19,195.75,TamilNadu,11-10-2017,,,
OD897,Jonas,FoodGrains,Dals&Pulses,Nagercoil,2017-03-10,Central,2263,0.3,429.97,TamilNadu,10-03-2017,,,
OD898,Arutra,Fruits&Veggies,OrganicFruits,Theni,2015-09-09,Central,1752,0.33,350.4,TamilNadu,09-09-2015,,,
OD899,Adavan,"Eggs,Meat&Fish",Eggs,Karur,10-29-2018,East,1647,0.22,708.21,TamilNadu,10-29-2018,,,
OD900,Haseena,Beverages,SoftDrinks,Madurai,2017-10-04,East,1966,0.34,393.2,TamilNadu,04-10-2017,,,
OD901,Sheeba,Snacks,Chocolates,Perambalur,2018-11-11,Central,745,0.26,37.25,TamilNadu,11-11-2018,,,
OD902,Yusuf,"Eggs,Meat&Fish",Fish,Ooty,2018-11-11,Central,1233,0.32,480.87,TamilNadu,11-11-2018,,,
OD903,Veronica,"Eggs,Meat&Fish",Chicken,Pudukottai,9-15-2018,Central,1331,0.2,212.96,TamilNadu,9-15-2018,,,
OD904,James,Oil&Masala,EdibleOil&Ghee,Dharmapuri,2017-08-04,West,2336,0.31,116.8,TamilNadu,04-08-2017,,,
OD905,Amrish,Beverages,HealthDrinks,Coimbatore,2017-08-04,West,1441,0.18,634.04,TamilNadu,04-08-2017,,,
OD906,Ganesh,Snacks,Noodles,Kanyakumari,2017-08-04,West,951,0.26,85.59,TamilNadu,04-08-2017,,,
OD907,Veena,Snacks,Chocolates,Tirunelveli,12-30-2018,East,1240,0.34,458.8,TamilNadu,12-30-2018,,,
OD908,Arvind,Snacks,Cookies,Ooty,12-30-2018,East,1854,0.2,685.98,TamilNadu,12-30-2018,,,
OD909,Mathew,Snacks,Chocolates,Theni,12-30-2018,East,1167,0.28,455.13,TamilNadu,12-30-2018,,,
OD910,Amy,FoodGrains,Dals&Pulses,Pudukottai,2018-02-09,Central,2372,0.13,853.92,TamilNadu,09-02-2018,,,
OD911,Roshan,Fruits&Veggies,OrganicVegetables,Perambalur,2018-02-09,Central,1579,0.25,442.12,TamilNadu,09-02-2018,,,
OD912,Malik,FoodGrains,Dals&Pulses,Kanyakumari,2018-02-09,Central,1734,0.2,329.46,TamilNadu,09-02-2018,,,
OD913,Ridhesh,Beverages,HealthDrinks,Pudukottai,5-31-2016,East,2069,0.13,558.63,TamilNadu,5-31-2016,,,
OD914,Mathew,Bakery,Cakes,Tenkasi,11-27-2018,Central,1404,0.29,238.68,TamilNadu,11-27-2018,,,
OD915,Sabeela,FoodGrains,Rice,Pudukottai,11-27-2018,Central,2048,0.26,552.96,TamilNadu,11-27-2018,,,
OD916,Ridhesh,Beverages,SoftDrinks,Perambalur,6-15-2015,Central,1008,0.28,302.4,TamilNadu,6-15-2015,,,
OD917,Jackson,"Eggs,Meat&Fish",Eggs,Theni,6-15-2015,Central,1539,0.16,507.87,TamilNadu,6-15-2015,,,
OD918,Ravi,Oil&Masala,Spices,Tenkasi,6-15-2015,Central,2459,0.17,442.62,TamilNadu,6-15-2015,,,
OD919,Suresh,Snacks,Chocolates,Vellore,2017-05-03,Central,1249,0.23,462.13,TamilNadu,03-05-2017,,,
OD920,Hussain,Bakery,Cakes,Dindigul,2017-05-03,Central,1410,0.31,70.5,TamilNadu,03-05-2017,,,
OD921,Hussain,"Eggs,Meat&Fish",Fish,Coimbatore,2015-05-12,South,845,0.15,354.9,TamilNadu,12-05-2015,,,
OD922,Willams,"Eggs,Meat&Fish",Chicken,Trichy,2016-11-04,East,558,0.35,189.72,TamilNadu,04-11-2016,,,
OD923,Surya,FoodGrains,OrganicStaples,Ooty,2016-11-04,East,1783,0.25,374.43,TamilNadu,04-11-2016,,,
OD924,Veronica,Snacks,Noodles,Bodi,2016-11-04,East,2232,0.17,491.04,TamilNadu,04-11-2016,,,
OD925,Rumaiza,FoodGrains,Dals&Pulses,Vellore,9-15-2017,East,1967,0.2,885.15,TamilNadu,9-15-2017,,,
OD926,Esther,Bakery,Biscuits,Karur,9-13-2015,East,1118,0.25,402.48,TamilNadu,9-13-2015,,,
OD927,Rumaiza,Oil&Masala,Spices,Krishnagiri,9-13-2015,East,1964,0.29,451.72,TamilNadu,9-13-2015,,,
OD928,Sharon,Snacks,Noodles,Karur,2016-05-10,South,938,0.13,300.16,TamilNadu,10-05-2016,,,
OD929,James,Bakery,Biscuits,Chennai,2016-05-10,South,2127,0.19,425.4,TamilNadu,10-05-2016,,,
OD930,Shah,Beverages,SoftDrinks,Ooty,4-14-2018,East,1198,0.17,179.7,TamilNadu,4-14-2018,,,
OD931,Hussain,FoodGrains,Rice,Theni,4-14-2018,East,905,0.18,307.7,TamilNadu,4-14-2018,,,
OD932,Muneer,Bakery,Cakes,Theni,4-14-2018,East,1655,0.2,662,TamilNadu,4-14-2018,,,
OD933,Veronica,Fruits&Veggies,FreshVegetables,Dharmapuri,2018-02-09,East,712,0.19,306.16,TamilNadu,09-02-2018,,,
OD934,Muneer,Fruits&Veggies,OrganicFruits,Ramanadhapuram,6-20-2017,East,735,0.34,183.75,TamilNadu,6-20-2017,,,
OD935,Shah,Snacks,Chocolates,Ramanadhapuram,6-20-2017,East,664,0.27,92.96,TamilNadu,6-20-2017,,,
OD936,Veena,Oil&Masala,Spices,Tenkasi,6-20-2017,East,1004,0.21,200.8,TamilNadu,6-20-2017,,,
OD937,Ravi,Beverages,SoftDrinks,Ramanadhapuram,6-20-2017,East,1641,0.19,262.56,TamilNadu,6-20-2017,,,
OD938,Haseena,Bakery,Cakes,Madurai,2018-05-11,West,1972,0.24,138.04,TamilNadu,11-05-2018,,,
OD939,Rumaiza,Bakery,Biscuits,Perambalur,12-13-2016,West,1551,0.15,666.93,TamilNadu,12-13-2016,,,
OD940,Yadav,Oil&Masala,EdibleOil&Ghee,Karur,12-13-2016,West,1703,0.35,255.45,TamilNadu,12-13-2016,,,
OD941,Amy,Fruits&Veggies,FreshVegetables,Perambalur,6-19-2017,West,1208,0.28,410.72,TamilNadu,6-19-2017,,,
OD942,Vinne,Oil&Masala,Masalas,Krishnagiri,12-13-2017,West,1681,0.21,151.29,TamilNadu,12-13-2017,,,
OD943,Vince,Bakery,Biscuits,Krishnagiri,12-13-2017,West,1988,0.26,238.56,TamilNadu,12-13-2017,,,
OD944,Alan,FoodGrains,Atta&Flour,Kanyakumari,5-29-2016,West,2135,0.15,704.55,TamilNadu,5-29-2016,,,
OD945,James,Fruits&Veggies,OrganicFruits,Nagercoil,5-29-2016,West,1254,0.33,551.76,TamilNadu,5-29-2016,,,
OD946,Ravi,Oil&Masala,Spices,Cumbum,5-29-2016,West,2105,0.25,252.6,TamilNadu,5-29-2016,,,
OD947,Vinne,Fruits&Veggies,FreshVegetables,Chennai,7-26-2016,West,1140,0.19,273.6,TamilNadu,7-26-2016,,,
OD948,Amy,Snacks,Chocolates,Tenkasi,11-28-2018,East,2480,0.19,248,TamilNadu,11-28-2018,,,
OD949,Shree,Beverages,SoftDrinks,Trichy,11-28-2018,East,2439,0.26,195.12,TamilNadu,11-28-2018,,,
OD950,Malik,FoodGrains,Dals&Pulses,Chennai,11-28-2018,East,546,0.11,65.52,TamilNadu,11-28-2018,,,
OD951,Malik,Oil&Masala,Masalas,Bodi,11-28-2018,East,951,0.15,95.1,TamilNadu,11-28-2018,,,
OD952,Amy,FoodGrains,Atta&Flour,Virudhunagar,11-28-2018,East,2279,0.16,113.95,TamilNadu,11-28-2018,,,
OD953,Ridhesh,Snacks,Chocolates,Theni,2018-03-04,East,1102,0.3,495.9,TamilNadu,04-03-2018,,,
OD954,James,Fruits&Veggies,FreshVegetables,Tirunelveli,12-28-2018,Central,1992,0.15,338.64,TamilNadu,12-28-2018,,,
OD955,Sharon,Oil&Masala,Spices,Salem,12-28-2018,Central,963,0.1,182.97,TamilNadu,12-28-2018,,,
OD956,Vince,Fruits&Veggies,OrganicVegetables,Theni,11-30-2018,South,1011,0.22,161.76,TamilNadu,11-30-2018,,,
OD957,Ravi,"Eggs,Meat&Fish",Eggs,Ooty,5-15-2018,West,992,0.15,148.8,TamilNadu,5-15-2018,,,
OD958,Akash,"Eggs,Meat&Fish",Chicken,Perambalur,5-15-2018,West,1702,0.22,408.48,TamilNadu,5-15-2018,,,
OD959,Alan,"Eggs,Meat&Fish",Chicken,Kanyakumari,5-15-2018,West,2341,0.31,117.05,TamilNadu,5-15-2018,,,
OD960,Vince,Bakery,Biscuits,Tirunelveli,9-22-2016,West,945,0.33,425.25,TamilNadu,9-22-2016,,,
OD961,Yusuf,Snacks,Chocolates,Karur,11-14-2018,West,1161,0.32,441.18,TamilNadu,11-14-2018,,,
OD962,Muneer,Beverages,SoftDrinks,Vellore,11-27-2016,South,1097,0.18,252.31,TamilNadu,11-27-2016,,,
OD963,Verma,Bakery,Breads&Buns,Salem,2017-01-09,West,2319,0.1,417.42,TamilNadu,09-01-2017,,,
OD964,Veena,Oil&Masala,EdibleOil&Ghee,Viluppuram,9-22-2015,South,1758,0.23,158.22,TamilNadu,9-22-2015,,,
OD965,Roshan,Snacks,Noodles,Virudhunagar,2018-09-04,East,1792,0.28,197.12,TamilNadu,04-09-2018,,,
OD966,Yusuf,Bakery,Cakes,Chennai,2018-09-04,East,2432,0.29,753.92,TamilNadu,04-09-2018,,,
OD967,Esther,Oil&Masala,EdibleOil&Ghee,Cumbum,2018-09-04,East,2049,0.19,778.62,TamilNadu,04-09-2018,,,
OD968,Sabeela,Bakery,Breads&Buns,Dindigul,2018-09-04,East,2229,0.1,267.48,TamilNadu,04-09-2018,,,
OD969,Rumaiza,Bakery,Cakes,Ramanadhapuram,2018-09-04,East,1120,0.27,459.2,TamilNadu,04-09-2018,,,
OD970,Krithika,"Eggs,Meat&Fish",Mutton,Viluppuram,2018-09-04,East,1481,0.11,88.86,TamilNadu,04-09-2018,,,
OD971,Krithika,FoodGrains,Rice,Ooty,1-16-2015,East,1398,0.12,139.8,TamilNadu,1-16-2015,,,
OD972,Amrish,Beverages,HealthDrinks,Vellore,1-16-2015,East,990,0.11,237.6,TamilNadu,1-16-2015,,,
OD973,Vidya,Oil&Masala,Spices,Madurai,1-16-2015,East,2152,0.1,430.4,TamilNadu,1-16-2015,,,
OD974,Rumaiza,"Eggs,Meat&Fish",Mutton,Perambalur,1-16-2015,East,1169,0.22,362.39,TamilNadu,1-16-2015,,,
OD975,Ram,FoodGrains,OrganicStaples,Pudukottai,2018-05-10,East,617,0.3,197.44,TamilNadu,10-05-2018,,,
OD976,Mathew,Bakery,Cakes,Chennai,2018-05-10,East,1090,0.21,250.7,TamilNadu,10-05-2018,,,
OD977,Hafiz,Fruits&Veggies,FreshVegetables,Madurai,2018-09-07,West,1205,0.3,494.05,TamilNadu,07-09-2018,,,
OD978,Verma,"Eggs,Meat&Fish",Fish,Pudukottai,2018-07-01,Central,758,0.14,303.2,TamilNadu,01-07-2018,,,
OD979,Willams,"Eggs,Meat&Fish",Mutton,Dharmapuri,5-30-2017,South,1074,0.18,118.14,TamilNadu,5-30-2017,,,
OD980,Veena,Bakery,Breads&Buns,Viluppuram,2016-09-12,Central,829,0.16,49.74,TamilNadu,12-09-2016,,,
OD981,Sharon,Snacks,Chocolates,Viluppuram,2017-03-10,East,618,0.12,148.32,TamilNadu,10-03-2017,,,
OD982,Ram,FoodGrains,Dals&Pulses,Dharmapuri,2015-11-11,West,911,0.24,91.1,TamilNadu,11-11-2015,,,
OD983,Haseena,Oil&Masala,EdibleOil&Ghee,Dindigul,2015-11-11,West,1722,0.21,154.98,TamilNadu,11-11-2015,,,
OD984,Ram,Beverages,SoftDrinks,Chennai,2015-11-11,West,1660,0.33,315.4,TamilNadu,11-11-2015,,,
OD985,Veena,Bakery,Biscuits,Krishnagiri,9-29-2018,Central,2494,0.27,548.68,TamilNadu,9-29-2018,,,
OD986,Alan,"Eggs,Meat&Fish",Fish,Perambalur,9-29-2018,Central,2444,0.33,415.48,TamilNadu,9-29-2018,,,
OD987,Harish,Snacks,Noodles,Theni,9-29-2018,Central,1175,0.14,70.5,TamilNadu,9-29-2018,,,
OD988,Peer,"Eggs,Meat&Fish",Fish,Coimbatore,2016-10-03,Central,1868,0.19,317.56,TamilNadu,03-10-2016,,,
OD989,Arvind,Oil&Masala,Spices,Salem,5-21-2018,East,1862,0.14,409.64,TamilNadu,5-21-2018,,,
OD990,Harish,Snacks,Chocolates,Cumbum,5-21-2018,East,869,0.21,243.32,TamilNadu,5-21-2018,,,
OD991,Rumaiza,Snacks,Cookies,Viluppuram,3-29-2016,South,1747,0.12,244.58,TamilNadu,3-29-2016,,,
OD992,Aditi,FoodGrains,Rice,Salem,2017-09-09,East,1612,0.3,386.88,TamilNadu,09-09-2017,,,
OD993,Roshan,Bakery,Biscuits,Karur,8-26-2017,West,2297,0.3,895.83,TamilNadu,8-26-2017,,,
OD994,Jackson,Beverages,HealthDrinks,Ramanadhapuram,8-26-2017,West,1534,0.11,475.54,TamilNadu,8-26-2017,,,
OD995,Kumar,Snacks,Cookies,Namakkal,5-21-2015,South,807,0.11,80.7,TamilNadu,5-21-2015,,,
OD996,Amrish,Fruits&Veggies,FreshVegetables,Theni,5-21-2015,South,575,0.34,132.25,TamilNadu,5-21-2015,,,
OD997,Sharon,Snacks,Chocolates,Karur,10-28-2016,South,1805,0.13,649.8,TamilNadu,10-28-2016,,,
OD998,Ram,Oil&Masala,EdibleOil&Ghee,Namakkal,10-28-2016,South,1700,0.17,459,TamilNadu,10-28-2016,,,
OD999,Harish,Beverages,SoftDrinks,Pudukottai,10-28-2016,South,1010,0.32,141.4,TamilNadu,10-28-2016,,,
OD1000,Rumaiza,Bakery,Breads&Buns,Perambalur,10-28-2016,South,748,0.23,89.76,TamilNadu,10-28-2016,,,
OD1001,Sudeep,Snacks,Cookies,Krishnagiri,2017-10-11,Central,2361,0.1,118.05,TamilNadu,11-10-2017,,,
OD1002,Kumar,Beverages,HealthDrinks,Tirunelveli,12-22-2018,Central,672,0.34,275.52,TamilNadu,12-22-2018,,,
OD1003,Malik,Bakery,Cakes,Madurai,2016-07-08,Central,817,0.12,98.04,TamilNadu,08-07-2016,,,
OD1004,Yusuf,Snacks,Chocolates,Coimbatore,2017-01-10,Central,2139,0.17,962.55,TamilNadu,10-01-2017,,,
OD1005,Anu,"Eggs,Meat&Fish",Fish,Chennai,10-29-2017,Central,2198,0.26,351.68,TamilNadu,10-29-2017,,,
OD1006,Ravi,Snacks,Chocolates,Coimbatore,12-22-2018,Central,2176,0.19,500.48,TamilNadu,12-22-2018,,,
OD1007,Amy,Oil&Masala,Spices,Perambalur,2015-12-05,Central,905,0.19,108.6,TamilNadu,05-12-2015,,,
OD1008,Harish,Fruits&Veggies,FreshVegetables,Namakkal,2015-01-12,Central,1541,0.23,600.99,TamilNadu,12-01-2015,,,
OD1009,James,Snacks,Cookies,Kanyakumari,2018-03-08,Central,2343,0.34,515.46,TamilNadu,08-03-2018,,,
OD1010,Mathew,FoodGrains,OrganicStaples,Krishnagiri,9-24-2018,Central,567,0.18,147.42,TamilNadu,9-24-2018,,,
OD1011,Shah,"Eggs,Meat&Fish",Eggs,Dharmapuri,11-19-2018,Central,1712,0.15,188.32,TamilNadu,11-19-2018,,,
OD1012,Vidya,Snacks,Chocolates,Namakkal,2015-05-05,Central,1756,0.18,684.84,TamilNadu,05-05-2015,,,
OD1013,Harish,"Eggs,Meat&Fish",Fish,Dharmapuri,6-29-2018,Central,896,0.3,367.36,TamilNadu,6-29-2018,,,
OD1014,Roshan,"Eggs,Meat&Fish",Fish,Bodi,9-20-2015,Central,627,0.35,56.43,TamilNadu,9-20-2015,,,
OD1015,Jackson,Fruits&Veggies,FreshVegetables,Viluppuram,12-15-2015,Central,764,0.15,320.88,TamilNadu,12-15-2015,,,
OD1016,Yusuf,Oil&Masala,Spices,Tenkasi,5-14-2018,Central,2447,0.24,415.99,TamilNadu,5-14-2018,,,
OD1017,Amrish,Bakery,Breads&Buns,Perambalur,10-24-2018,Central,1178,0.1,200.26,TamilNadu,10-24-2018,,,
OD1018,Jackson,"Eggs,Meat&Fish",Fish,Tirunelveli,11-18-2015,Central,1258,0.23,226.44,TamilNadu,11-18-2015,,,
OD1019,Sharon,Fruits&Veggies,OrganicVegetables,Nagercoil,8-28-2017,Central,1425,0.12,441.75,TamilNadu,8-28-2017,,,
OD1020,Amy,Beverages,HealthDrinks,Tirunelveli,6-29-2018,Central,1889,0.22,774.49,TamilNadu,6-29-2018,,,
OD1021,Ganesh,FoodGrains,Dals&Pulses,Chennai,3-14-2017,Central,2396,0.3,311.48,TamilNadu,3-14-2017,,,
OD1022,Jackson,Oil&Masala,Spices,Viluppuram,11-18-2015,Central,1396,0.12,237.32,TamilNadu,11-18-2015,,,
OD1023,Adavan,FoodGrains,Atta&Flour,Karur,4-26-2018,Central,1792,0.16,680.96,TamilNadu,4-26-2018,,,
OD1024,Jackson,"Eggs,Meat&Fish",Eggs,Dharmapuri,11-18-2015,Central,1305,0.32,404.55,TamilNadu,11-18-2015,,,
OD1025,Willams,Bakery,Biscuits,Tirunelveli,9-27-2016,Central,1703,0.26,681.2,TamilNadu,9-27-2016,,,
OD1026,Ram,Beverages,SoftDrinks,Chennai,5-17-2017,Central,2184,0.27,393.12,TamilNadu,5-17-2017,,,
OD1027,Suresh,FoodGrains,Atta&Flour,Viluppuram,10-13-2018,Central,721,0.21,129.78,TamilNadu,10-13-2018,,,
OD1028,Kumar,Beverages,HealthDrinks,Kanyakumari,2017-10-10,Central,1539,0.1,184.68,TamilNadu,10-10-2017,,,
OD1029,Veronica,Snacks,Noodles,Kanyakumari,2015-03-06,Central,2491,0.3,323.83,TamilNadu,06-03-2015,,,
OD1030,Ram,Snacks,Cookies,Tirunelveli,6-25-2016,Central,875,0.21,385,TamilNadu,6-25-2016,,,
OD1031,Ganesh,Snacks,Noodles,Coimbatore,10-17-2017,East,1177,0.31,411.95,TamilNadu,10-17-2017,,,
OD1032,Haseena,"Eggs,Meat&Fish",Chicken,Ramanadhapuram,2018-03-07,East,1398,0.3,489.3,TamilNadu,07-03-2018,,,
OD1033,Rumaiza,Snacks,Chocolates,Perambalur,2015-02-09,East,1379,0.33,441.28,TamilNadu,09-02-2015,,,
OD1034,Malik,Oil&Masala,Spices,Virudhunagar,2015-01-12,East,2222,0.33,688.82,TamilNadu,12-01-2015,,,
OD1035,Sabeela,FoodGrains,Atta&Flour,Dharmapuri,2018-05-12,East,1540,0.21,569.8,TamilNadu,12-05-2018,,,
OD1036,Peer,Beverages,HealthDrinks,Chennai,2016-09-08,East,2273,0.31,909.2,TamilNadu,08-09-2016,,,
OD1037,Anu,Fruits&Veggies,FreshFruits,Dindigul,2015-01-12,East,1655,0.2,264.8,TamilNadu,12-01-2015,,,
OD1038,Ravi,Snacks,Cookies,Namakkal,2017-04-12,East,604,0.33,126.84,TamilNadu,12-04-2017,,,
OD1039,Amrish,"Eggs,Meat&Fish",Mutton,Karur,2016-09-08,East,1123,0.23,505.35,TamilNadu,08-09-2016,,,
OD1040,Amrish,Beverages,HealthDrinks,Virudhunagar,5-17-2017,East,517,0.33,82.72,TamilNadu,5-17-2017,,,
OD1041,Muneer,Fruits&Veggies,OrganicVegetables,Dindigul,2017-09-03,East,1274,0.23,445.9,TamilNadu,03-09-2017,,,
OD1042,Hussain,"Eggs,Meat&Fish",Chicken,Namakkal,2015-10-09,East,1414,0.12,622.16,TamilNadu,09-10-2015,,,
OD1043,Krithika,Beverages,HealthDrinks,Vellore,2-14-2017,East,2476,0.19,891.36,TamilNadu,2-14-2017,,,
OD1044,Komal,FoodGrains,Atta&Flour,Tenkasi,4-21-2018,East,1466,0.35,659.7,TamilNadu,4-21-2018,,,
OD1045,Mathew,FoodGrains,OrganicStaples,Dindigul,10-14-2015,East,1807,0.35,704.73,TamilNadu,10-14-2015,,,
OD1046,Jonas,Fruits&Veggies,FreshVegetables,Dindigul,2015-08-07,East,1998,0.16,119.88,TamilNadu,07-08-2015,,,
OD1047,Hussain,Bakery,Cakes,Ooty,6-29-2016,East,768,0.26,299.52,TamilNadu,6-29-2016,,,
OD1048,Ramesh,FoodGrains,Atta&Flour,Perambalur,11-14-2017,East,729,0.25,51.03,TamilNadu,11-14-2017,,,
OD1049,Esther,Bakery,Biscuits,Salem,9-20-2015,East,684,0.19,294.12,TamilNadu,9-20-2015,,,
OD1050,Jackson,Snacks,Cookies,Vellore,2015-04-10,East,842,0.11,370.48,TamilNadu,10-04-2015,,,
OD1051,Peer,Bakery,Breads&Buns,Karur,3-26-2018,East,1838,0.14,257.32,TamilNadu,3-26-2018,,,
OD1052,Vidya,Oil&Masala,Spices,Coimbatore,9-20-2015,East,681,0.28,81.72,TamilNadu,9-20-2015,,,
OD1053,James,Oil&Masala,EdibleOil&Ghee,Karur,11-20-2018,East,1733,0.25,207.96,TamilNadu,11-20-2018,,,
OD1054,Yusuf,Oil&Masala,Masalas,Ooty,2018-11-02,East,1678,0.32,755.1,TamilNadu,02-11-2018,,,
OD1055,Ridhesh,"Eggs,Meat&Fish",Eggs,Theni,2017-03-05,East,1862,0.16,819.28,TamilNadu,05-03-2017,,,
OD1056,Willams,Beverages,HealthDrinks,Pudukottai,2018-10-12,East,1015,0.22,294.35,TamilNadu,12-10-2018,,,
OD1057,Ganesh,Snacks,Cookies,Kanyakumari,9-18-2017,East,650,0.35,253.5,TamilNadu,9-18-2017,,,
OD1058,Ravi,Beverages,HealthDrinks,Coimbatore,4-17-2018,East,2120,0.25,742,TamilNadu,4-17-2018,,,
OD1059,Verma,Beverages,HealthDrinks,Dindigul,9-16-2018,East,678,0.31,47.46,TamilNadu,9-16-2018,,,
OD1060,Sudha,Bakery,Biscuits,Tirunelveli,2018-01-12,East,1436,0.33,516.96,TamilNadu,12-01-2018,,,
OD1061,Willams,Fruits&Veggies,OrganicFruits,Pudukottai,2018-10-12,East,2464,0.35,837.76,TamilNadu,12-10-2018,,,
OD1062,Amrish,Bakery,Cakes,Virudhunagar,2016-11-07,East,1268,0.16,63.4,TamilNadu,07-11-2016,,,
OD1063,Shree,Oil&Masala,Masalas,Krishnagiri,12-15-2016,East,601,0.22,246.41,TamilNadu,12-15-2016,,,
OD1064,Jonas,Fruits&Veggies,OrganicFruits,Ramanadhapuram,2016-11-07,East,1482,0.16,548.34,TamilNadu,07-11-2016,,,
OD1065,Sheeba,Oil&Masala,Spices,Trichy,9-14-2018,East,1495,0.18,343.85,TamilNadu,9-14-2018,,,
OD1066,Surya,Fruits&Veggies,OrganicFruits,Virudhunagar,11-23-2018,East,1939,0.1,135.73,TamilNadu,11-23-2018,,,
OD1067,Sundar,Fruits&Veggies,OrganicVegetables,Pudukottai,12-30-2017,East,1948,0.22,642.84,TamilNadu,12-30-2017,,,
OD1068,Ram,Fruits&Veggies,OrganicVegetables,Dharmapuri,9-18-2017,East,619,0.31,229.03,TamilNadu,9-18-2017,,,
OD1069,Malik,Oil&Masala,Masalas,Krishnagiri,10-15-2015,East,525,0.16,157.5,TamilNadu,10-15-2015,,,
OD1070,Ganesh,Bakery,Breads&Buns,Ooty,9-14-2018,East,784,0.19,266.56,TamilNadu,9-14-2018,,,
OD1071,Peer,FoodGrains,OrganicStaples,Karur,2-14-2017,East,2123,0.15,148.61,TamilNadu,2-14-2017,,,
OD1072,Roshan,"Eggs,Meat&Fish",Mutton,Dindigul,11-30-2018,East,1656,0.16,629.28,TamilNadu,11-30-2018,,,
OD1073,Willams,Bakery,Cakes,Vellore,2016-11-07,East,967,0.29,251.42,TamilNadu,07-11-2016,,,
OD1074,Amy,Beverages,HealthDrinks,Salem,10-21-2015,East,1137,0.15,466.17,TamilNadu,10-21-2015,,,
OD1075,Sudha,Beverages,HealthDrinks,Coimbatore,2016-09-08,East,1596,0.16,526.68,TamilNadu,08-09-2016,,,
OD1076,Sheeba,Oil&Masala,Masalas,Bodi,2018-07-07,East,722,0.31,259.92,TamilNadu,07-07-2018,,,
OD1077,Shree,FoodGrains,Dals&Pulses,Theni,7-28-2017,East,1419,0.26,85.14,TamilNadu,7-28-2017,,,
OD1078,Anu,Oil&Masala,Masalas,Trichy,5-30-2018,South,900,0.17,405,TamilNadu,5-30-2018,,,
OD1079,Vinne,Fruits&Veggies,FreshVegetables,Karur,2018-02-12,South,2097,0.26,880.74,TamilNadu,12-02-2018,,,
OD1080,Shah,Bakery,Biscuits,Perambalur,2015-07-04,South,589,0.25,170.81,TamilNadu,04-07-2015,,,
OD1081,Adavan,Bakery,Cakes,Chennai,2017-05-11,South,1069,0.2,288.63,TamilNadu,11-05-2017,,,
OD1082,Ridhesh,Beverages,SoftDrinks,Tirunelveli,2018-06-02,South,1216,0.2,231.04,TamilNadu,02-06-2018,,,
OD1083,Yadav,FoodGrains,Atta&Flour,Tenkasi,2017-05-12,South,859,0.34,180.39,TamilNadu,12-05-2017,,,
OD1084,Ridhesh,Oil&Masala,EdibleOil&Ghee,Tenkasi,5-30-2018,South,2301,0.31,161.07,TamilNadu,5-30-2018,,,
OD1085,Hafiz,Bakery,Biscuits,Karur,10-22-2017,South,805,0.27,193.2,TamilNadu,10-22-2017,,,
OD1086,Ganesh,"Eggs,Meat&Fish",Fish,Cumbum,10-13-2018,South,2021,0.23,848.82,TamilNadu,10-13-2018,,,
OD1087,Sudeep,Snacks,Cookies,Dindigul,2017-08-04,South,1364,0.22,95.48,TamilNadu,04-08-2017,,,
OD1088,Vince,Beverages,SoftDrinks,Namakkal,2017-05-11,South,1032,0.26,206.4,TamilNadu,11-05-2017,,,
OD1089,Aditi,"Eggs,Meat&Fish",Fish,Salem,4-16-2016,South,2388,0.35,597,TamilNadu,4-16-2016,,,
OD1090,Roshan,Bakery,Cakes,Chennai,2017-09-12,South,924,0.35,120.12,TamilNadu,12-09-2017,,,
OD1091,Esther,Fruits&Veggies,FreshFruits,Karur,4-16-2016,South,615,0.35,221.4,TamilNadu,4-16-2016,,,
OD1092,Harish,Oil&Masala,Masalas,Chennai,11-21-2016,South,1085,0.14,455.7,TamilNadu,11-21-2016,,,
OD1093,Roshan,Oil&Masala,EdibleOil&Ghee,Theni,2015-05-09,South,2151,0.34,795.87,TamilNadu,09-05-2015,,,
OD1094,Sharon,"Eggs,Meat&Fish",Mutton,Dharmapuri,11-30-2016,South,1073,0.33,397.01,TamilNadu,11-30-2016,,,
OD1095,Jackson,Snacks,Chocolates,Pudukottai,2018-01-05,South,951,0.3,95.1,TamilNadu,05-01-2018,,,
